Thread ID, Time, Message Type,n,r,k,case
Thread ID: 5, Time: 09:39:48:845 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:39:49:851 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:39:50:859 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:39:51:865 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:39:52:872 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:39:53:879 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:39:54:885 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:39:55:893 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:39:56:900 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:39:57:907 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:39:58:914 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:39:59:920 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:40:00:926 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:40:02:123 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 9, Time: 09:40:03:133 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 11, Time: 09:40:04:140 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 15, Time: 09:40:05:146 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 16, Time: 09:40:06:152 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:40:07:160 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:40:08:166 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 12, Time: 09:40:09:172 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 14, Time: 09:40:10:179 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:40:11:185 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:40:12:192 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 10, Time: 09:40:13:198 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:40:14:208 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 13, Time: 09:40:15:215 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:40:16:221 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:40:17:227 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:40:18:233 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 9, Time: 09:40:19:239 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 11, Time: 09:40:20:245 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 15, Time: 09:40:21:251 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 16, Time: 09:40:22:258 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:40:23:264 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:40:24:271 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 12, Time: 09:40:25:278 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 14, Time: 09:40:26:284 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:40:27:292 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:40:28:297 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 10, Time: 09:40:29:304 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:40:30:310 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 13, Time: 09:40:31:317 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:40:32:324 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:40:33:330 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:40:34:339 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 9, Time: 09:40:35:345 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 11, Time: 09:40:36:352 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 15, Time: 09:40:37:359 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 16, Time: 09:40:38:366 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:40:39:374 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:40:40:380 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 12, Time: 09:40:41:387 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 14, Time: 09:40:42:393 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:40:43:400 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:40:44:407 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 10, Time: 09:40:45:413 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:40:46:423 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 13, Time: 09:40:47:431 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:40:48:441 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:40:49:448 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:40:50:455 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 9, Time: 09:40:51:463 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 11, Time: 09:40:52:472 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 15, Time: 09:40:53:479 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 16, Time: 09:40:54:485 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:40:55:492 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:40:56:499 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 12, Time: 09:40:57:504 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 14, Time: 09:40:58:510 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:40:59:517 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:41:00:525 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 10, Time: 09:41:01:531 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:41:02:538 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 13, Time: 09:41:03:547 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:41:04:554 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:41:05:561 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:41:06:567 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 9, Time: 09:41:07:575 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 11, Time: 09:41:08:581 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 15, Time: 09:41:09:590 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 16, Time: 09:41:10:596 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:41:11:604 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:41:12:611 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 12, Time: 09:41:13:617 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 14, Time: 09:41:14:624 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:41:15:631 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:41:16:638 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 10, Time: 09:41:17:646 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:41:18:652 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 13, Time: 09:41:19:658 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:41:20:665 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:41:21:673 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:41:22:911 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 20, Time: 09:41:23:923 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:41:24:930 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 27, Time: 09:41:25:939 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 29, Time: 09:41:26:945 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 30, Time: 09:41:27:951 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 24, Time: 09:41:28:959 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 32, Time: 09:41:29:965 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 19, Time: 09:41:30:972 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:41:31:979 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 10, Time: 09:41:32:988 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 25, Time: 09:41:33:995 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:41:35:002 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 23, Time: 09:41:36:009 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 17, Time: 09:41:37:015 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 18, Time: 09:41:38:022 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:41:39:029 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 22, Time: 09:41:40:037 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 26, Time: 09:41:41:044 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:41:42:051 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 9, Time: 09:41:43:058 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 14, Time: 09:41:44:066 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 16, Time: 09:41:45:073 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 15, Time: 09:41:46:079 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 28, Time: 09:41:47:088 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 12, Time: 09:41:48:094 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 13, Time: 09:41:49:101 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 21, Time: 09:41:50:108 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:41:51:114 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 11, Time: 09:41:52:122 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 31, Time: 09:41:53:128 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:41:54:136 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:41:55:141 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 20, Time: 09:41:56:147 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:41:57:155 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 27, Time: 09:41:58:161 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 29, Time: 09:41:59:172 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 30, Time: 09:42:00:178 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 24, Time: 09:42:01:186 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 32, Time: 09:42:02:194 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 19, Time: 09:42:03:201 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:42:04:209 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 10, Time: 09:42:05:217 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 25, Time: 09:42:06:223 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:42:07:229 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 23, Time: 09:42:08:237 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 17, Time: 09:42:09:243 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 18, Time: 09:42:10:250 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:42:11:258 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 22, Time: 09:42:12:263 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 26, Time: 09:42:13:272 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:42:14:279 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 9, Time: 09:42:15:288 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 14, Time: 09:42:16:294 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 16, Time: 09:42:17:301 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 15, Time: 09:42:18:308 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 28, Time: 09:42:19:315 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 12, Time: 09:42:20:324 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 13, Time: 09:42:21:330 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 21, Time: 09:42:22:339 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:42:23:347 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 11, Time: 09:42:24:354 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 31, Time: 09:42:25:360 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:42:26:368 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:42:27:374 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 20, Time: 09:42:28:381 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:42:29:388 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 27, Time: 09:42:30:395 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 29, Time: 09:42:31:402 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 30, Time: 09:42:32:408 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 24, Time: 09:42:33:414 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 32, Time: 09:42:34:420 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 19, Time: 09:42:35:426 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:42:36:433 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 10, Time: 09:42:37:440 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 25, Time: 09:42:38:447 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:42:39:454 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 23, Time: 09:42:40:461 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 17, Time: 09:42:41:467 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 18, Time: 09:42:42:474 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:42:43:480 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 22, Time: 09:42:44:487 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 26, Time: 09:42:45:493 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:42:46:500 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 9, Time: 09:42:47:508 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 14, Time: 09:42:48:515 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 16, Time: 09:42:49:522 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 15, Time: 09:42:50:529 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 28, Time: 09:42:51:536 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 12, Time: 09:42:52:543 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 13, Time: 09:42:53:551 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 21, Time: 09:42:54:557 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:42:55:563 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 11, Time: 09:42:56:570 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 31, Time: 09:42:57:576 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:42:58:583 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:42:59:590 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 20, Time: 09:43:00:597 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:43:01:605 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 27, Time: 09:43:02:611 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 29, Time: 09:43:03:619 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 30, Time: 09:43:04:625 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 24, Time: 09:43:05:632 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 32, Time: 09:43:06:639 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 19, Time: 09:43:07:646 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:43:08:653 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 10, Time: 09:43:09:659 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 25, Time: 09:43:10:667 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:43:11:673 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 23, Time: 09:43:12:680 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 17, Time: 09:43:13:686 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 18, Time: 09:43:14:692 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:43:15:700 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 22, Time: 09:43:16:706 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 26, Time: 09:43:17:712 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:43:18:720 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 9, Time: 09:43:19:727 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 14, Time: 09:43:20:735 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 16, Time: 09:43:21:742 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 15, Time: 09:43:22:749 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 28, Time: 09:43:23:756 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 12, Time: 09:43:24:762 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 13, Time: 09:43:25:768 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 21, Time: 09:43:26:774 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:43:27:781 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 11, Time: 09:43:28:789 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 31, Time: 09:43:29:794 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:43:30:801 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 2, Time: 09:43:31:809 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 20, Time: 09:43:32:817 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 4, Time: 09:43:33:824 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 27, Time: 09:43:34:832 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 29, Time: 09:43:35:839 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 30, Time: 09:43:36:845 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 24, Time: 09:43:37:853 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 32, Time: 09:43:38:859 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 19, Time: 09:43:39:866 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 7, Time: 09:43:40:873 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 10, Time: 09:43:41:880 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 25, Time: 09:43:42:889 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 3, Time: 09:43:43:896 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 23, Time: 09:43:44:902 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 17, Time: 09:43:45:909 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 18, Time: 09:43:46:918 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 8, Time: 09:43:47:925 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 22, Time: 09:43:48:933 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 26, Time: 09:43:49:941 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 5, Time: 09:43:50:948 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 9, Time: 09:43:51:954 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 14, Time: 09:43:52:960 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 16, Time: 09:43:53:967 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 15, Time: 09:43:54:973 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 28, Time: 09:43:55:980 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 12, Time: 09:43:56:987 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 13, Time: 09:43:57:993 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 21, Time: 09:43:59:002 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 6, Time: 09:44:00:015 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 11, Time: 09:44:01:023 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 31, Time: 09:44:02:029 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:44:03:037 19/07/2023, sent GRANT message,32,5,1,2
Thread ID: 1, Time: 09:38:51:151 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:38:52:160 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:38:53:172 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:38:54:180 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:38:55:186 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:38:56:195 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:38:57:202 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:38:58:210 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:38:59:217 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:39:00:225 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:39:01:371 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:39:02:379 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 4, Time: 09:39:03:385 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 3, Time: 09:39:04:393 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:39:05:400 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:39:06:405 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 4, Time: 09:39:07:413 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 3, Time: 09:39:08:420 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:39:09:428 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:39:10:434 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 4, Time: 09:39:11:442 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 3, Time: 09:39:12:449 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:39:13:456 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:39:14:463 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 4, Time: 09:39:15:469 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 3, Time: 09:39:16:476 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:39:17:482 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:39:18:489 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 4, Time: 09:39:19:496 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 3, Time: 09:39:20:503 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:39:21:658 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 6, Time: 09:39:22:667 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:39:23:674 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 5, Time: 09:39:24:682 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 8, Time: 09:39:25:688 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 3, Time: 09:39:26:695 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 4, Time: 09:39:27:702 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 7, Time: 09:39:28:711 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:39:29:717 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 6, Time: 09:39:30:725 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:39:31:731 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 5, Time: 09:39:32:738 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 8, Time: 09:39:33:745 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 3, Time: 09:39:34:751 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 4, Time: 09:39:35:757 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 7, Time: 09:39:36:765 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:39:37:771 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 6, Time: 09:39:38:780 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:39:39:785 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 5, Time: 09:39:40:792 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 8, Time: 09:39:41:798 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 3, Time: 09:39:42:804 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 4, Time: 09:39:43:811 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 7, Time: 09:39:44:817 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:39:45:824 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 6, Time: 09:39:46:831 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 2, Time: 09:39:47:837 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 5, Time: 09:39:48:845 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 8, Time: 09:39:49:851 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 3, Time: 09:39:50:859 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 4, Time: 09:39:51:865 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 7, Time: 09:39:52:872 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 1, Time: 09:39:53:879 19/07/2023, sent GRANT message,64,5,1,2
Thread ID: 6, Time: 09:39:54:885 19/07/2023, sent GRANT message,64,5,1,2
